symbol,hex,code,name,category,entities,set,tags
🧑‍⚖️,1F9D1 200D 2696 FE0F,,judge,people-body,,Emojis,emoji person-role scales yellow
🧑🏻‍⚖️,1F9D1 1F3FB 200D 2696 FE0F,,judge: light skin tone,people-body,,Emojis,emoji person-role scales
🧑🏼‍⚖️,1F9D1 1F3FC 200D 2696 FE0F,,judge: medium-light skin tone,people-body,,Emojis,emoji person-role scales
🧑🏽‍⚖️,1F9D1 1F3FD 200D 2696 FE0F,,judge: medium skin tone,people-body,,Emojis,emoji person-role scales
🧑🏾‍⚖️,1F9D1 1F3FE 200D 2696 FE0F,,judge: medium-dark skin tone,people-body,,Emojis,emoji person-role scales
🧑🏿‍⚖️,1F9D1 1F3FF 200D 2696 FE0F,,judge: dark skin tone,people-body,,Emojis,emoji person-role scales
👨‍⚖️,1F468 200D 2696 FE0F,,man judge,people-body,,Emojis,emoji person-role justice man scales yellow
👨🏻‍⚖️,1F468 1F3FB 200D 2696 FE0F,,man judge: light skin tone,people-body,,Emojis,emoji person-role justice man scales
👨🏼‍⚖️,1F468 1F3FC 200D 2696 FE0F,,man judge: medium-light skin tone,people-body,,Emojis,emoji person-role justice man scales
👨🏽‍⚖️,1F468 1F3FD 200D 2696 FE0F,,man judge: medium skin tone,people-body,,Emojis,emoji person-role justice man scales
👨🏾‍⚖️,1F468 1F3FE 200D 2696 FE0F,,man judge: medium-dark skin tone,people-body,,Emojis,emoji person-role justice man scales
👨🏿‍⚖️,1F468 1F3FF 200D 2696 FE0F,,man judge: dark skin tone,people-body,,Emojis,emoji person-role justice man scales
👩‍⚖️,1F469 200D 2696 FE0F,,woman judge,people-body,,Emojis,emoji person-role judge scales woman yellow
👩🏻‍⚖️,1F469 1F3FB 200D 2696 FE0F,,woman judge: light skin tone,people-body,,Emojis,emoji person-role judge scales woman
👩🏼‍⚖️,1F469 1F3FC 200D 2696 FE0F,,woman judge: medium-light skin tone,people-body,,Emojis,emoji person-role judge scales woman
👩🏽‍⚖️,1F469 1F3FD 200D 2696 FE0F,,woman judge: medium skin tone,people-body,,Emojis,emoji person-role judge scales woman
👩🏾‍⚖️,1F469 1F3FE 200D 2696 FE0F,,woman judge: medium-dark skin tone,people-body,,Emojis,emoji person-role judge scales woman
👩🏿‍⚖️,1F469 1F3FF 200D 2696 FE0F,,woman judge: dark skin tone,people-body,,Emojis,emoji person-role judge scales woman
🧑‍🌾,1F9D1 200D 1F33E,,farmer,people-body,,Emojis,emoji person-role gardener rancher yellow
🧑🏻‍🌾,1F9D1 1F3FB 200D 1F33E,,farmer: light skin tone,people-body,,Emojis,emoji person-role gardener rancher
🧑🏼‍🌾,1F9D1 1F3FC 200D 1F33E,,farmer: medium-light skin tone,people-body,,Emojis,emoji person-role gardener rancher
🧑🏽‍🌾,1F9D1 1F3FD 200D 1F33E,,farmer: medium skin tone,people-body,,Emojis,emoji person-role gardener rancher
🧑🏾‍🌾,1F9D1 1F3FE 200D 1F33E,,farmer: medium-dark skin tone,people-body,,Emojis,emoji person-role gardener rancher
🧑🏿‍🌾,1F9D1 1F3FF 200D 1F33E,,farmer: dark skin tone,people-body,,Emojis,emoji person-role gardener rancher
👨‍🌾,1F468 200D 1F33E,,man farmer,people-body,,Emojis,emoji person-role farmer gardener man rancher
👨🏻‍🌾,1F468 1F3FB 200D 1F33E,,man farmer: light skin tone,people-body,,Emojis,emoji person-role farmer gardener man rancher
👨🏼‍🌾,1F468 1F3FC 200D 1F33E,,man farmer: medium-light skin tone,people-body,,Emojis,emoji person-role farmer gardener man rancher
👨🏽‍🌾,1F468 1F3FD 200D 1F33E,,man farmer: medium skin tone,people-body,,Emojis,emoji person-role farmer gardener man rancher
👨🏾‍🌾,1F468 1F3FE 200D 1F33E,,man farmer: medium-dark skin tone,people-body,,Emojis,emoji person-role farmer gardener man rancher
👨🏿‍🌾,1F468 1F3FF 200D 1F33E,,man farmer: dark skin tone,people-body,,Emojis,emoji person-role farmer gardener man rancher
👩‍🌾,1F469 200D 1F33E,,woman farmer,people-body,,Emojis,emoji person-role farmer gardener rancher woman yellow
👩🏻‍🌾,1F469 1F3FB 200D 1F33E,,woman farmer: light skin tone,people-body,,Emojis,emoji person-role farmer gardener rancher woman
👩🏼‍🌾,1F469 1F3FC 200D 1F33E,,woman farmer: medium-light skin tone,people-body,,Emojis,emoji person-role farmer gardener rancher woman
👩🏽‍🌾,1F469 1F3FD 200D 1F33E,,woman farmer: medium skin tone,people-body,,Emojis,emoji person-role farmer gardener rancher woman
👩🏾‍🌾,1F469 1F3FE 200D 1F33E,,woman farmer: medium-dark skin tone,people-body,,Emojis,emoji person-role farmer gardener rancher woman
👩🏿‍🌾,1F469 1F3FF 200D 1F33E,,woman farmer: dark skin tone,people-body,,Emojis,emoji person-role farmer gardener rancher woman
🧑‍🍳,1F9D1 200D 1F373,,cook,people-body,,Emojis,emoji person-role chef yellow
🧑🏻‍🍳,1F9D1 1F3FB 200D 1F373,,cook: light skin tone,people-body,,Emojis,emoji person-role chef
🧑🏼‍🍳,1F9D1 1F3FC 200D 1F373,,cook: medium-light skin tone,people-body,,Emojis,emoji person-role chef
🧑🏽‍🍳,1F9D1 1F3FD 200D 1F373,,cook: medium skin tone,people-body,,Emojis,emoji person-role chef
🧑🏾‍🍳,1F9D1 1F3FE 200D 1F373,,cook: medium-dark skin tone,people-body,,Emojis,emoji person-role chef
🧑🏿‍🍳,1F9D1 1F3FF 200D 1F373,,cook: dark skin tone,people-body,,Emojis,emoji person-role chef
👨‍🍳,1F468 200D 1F373,,man cook,people-body,,Emojis,emoji person-role chef cook man yellow
👨🏻‍🍳,1F468 1F3FB 200D 1F373,,man cook: light skin tone,people-body,,Emojis,emoji person-role chef cook man
👨🏼‍🍳,1F468 1F3FC 200D 1F373,,man cook: medium-light skin tone,people-body,,Emojis,emoji person-role chef cook man
👨🏽‍🍳,1F468 1F3FD 200D 1F373,,man cook: medium skin tone,people-body,,Emojis,emoji person-role chef cook man
👨🏾‍🍳,1F468 1F3FE 200D 1F373,,man cook: medium-dark skin tone,people-body,,Emojis,emoji person-role chef cook man
👨🏿‍🍳,1F468 1F3FF 200D 1F373,,man cook: dark skin tone,people-body,,Emojis,emoji person-role chef cook man
👩‍🍳,1F469 200D 1F373,,woman cook,people-body,,Emojis,emoji person-role chef cook woman yellow
👩🏻‍🍳,1F469 1F3FB 200D 1F373,,woman cook: light skin tone,people-body,,Emojis,emoji person-role chef cook woman
👩🏼‍🍳,1F469 1F3FC 200D 1F373,,woman cook: medium-light skin tone,people-body,,Emojis,emoji person-role chef cook woman
👩🏽‍🍳,1F469 1F3FD 200D 1F373,,woman cook: medium skin tone,people-body,,Emojis,emoji person-role chef cook woman
👩🏾‍🍳,1F469 1F3FE 200D 1F373,,woman cook: medium-dark skin tone,people-body,,Emojis,emoji person-role chef cook woman
👩🏿‍🍳,1F469 1F3FF 200D 1F373,,woman cook: dark skin tone,people-body,,Emojis,emoji person-role chef cook woman
🧑‍🔧,1F9D1 200D 1F527,,mechanic,people-body,,Emojis,emoji person-role electrician plumber tradesperson yellow
🧑🏻‍🔧,1F9D1 1F3FB 200D 1F527,,mechanic: light skin tone,people-body,,Emojis,emoji person-role electrician plumber tradesperson
🧑🏼‍🔧,1F9D1 1F3FC 200D 1F527,,mechanic: medium-light skin tone,people-body,,Emojis,emoji person-role electrician plumber tradesperson
🧑🏽‍🔧,1F9D1 1F3FD 200D 1F527,,mechanic: medium skin tone,people-body,,Emojis,emoji person-role electrician plumber tradesperson
🧑🏾‍🔧,1F9D1 1F3FE 200D 1F527,,mechanic: medium-dark skin tone,people-body,,Emojis,emoji person-role electrician plumber tradesperson
🧑🏿‍🔧,1F9D1 1F3FF 200D 1F527,,mechanic: dark skin tone,people-body,,Emojis,emoji person-role electrician plumber tradesperson
👨‍🔧,1F468 200D 1F527,,man mechanic,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson yellow
👨🏻‍🔧,1F468 1F3FB 200D 1F527,,man mechanic: light skin tone,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson
👨🏼‍🔧,1F468 1F3FC 200D 1F527,,man mechanic: medium-light skin tone,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson
👨🏽‍🔧,1F468 1F3FD 200D 1F527,,man mechanic: medium skin tone,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson
👨🏾‍🔧,1F468 1F3FE 200D 1F527,,man mechanic: medium-dark skin tone,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson
👨🏿‍🔧,1F468 1F3FF 200D 1F527,,man mechanic: dark skin tone,people-body,,Emojis,emoji person-role electrician man mechanic plumber tradesperson
👩‍🔧,1F469 200D 1F527,,woman mechanic,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman yellow
👩🏻‍🔧,1F469 1F3FB 200D 1F527,,woman mechanic: light skin tone,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman
👩🏼‍🔧,1F469 1F3FC 200D 1F527,,woman mechanic: medium-light skin tone,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman
👩🏽‍🔧,1F469 1F3FD 200D 1F527,,woman mechanic: medium skin tone,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman
👩🏾‍🔧,1F469 1F3FE 200D 1F527,,woman mechanic: medium-dark skin tone,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman
👩🏿‍🔧,1F469 1F3FF 200D 1F527,,woman mechanic: dark skin tone,people-body,,Emojis,emoji person-role electrician mechanic plumber tradesperson woman
🧑‍🏭,1F9D1 200D 1F3ED,,factory worker,people-body,,Emojis,emoji person-role assembly factory industrial worker yellow
🧑🏻‍🏭,1F9D1 1F3FB 200D 1F3ED,,factory worker: light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial worker
🧑🏼‍🏭,1F9D1 1F3FC 200D 1F3ED,,factory worker: medium-light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial worker
🧑🏽‍🏭,1F9D1 1F3FD 200D 1F3ED,,factory worker: medium skin tone,people-body,,Emojis,emoji person-role assembly factory industrial worker
🧑🏾‍🏭,1F9D1 1F3FE 200D 1F3ED,,factory worker: medium-dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial worker
🧑🏿‍🏭,1F9D1 1F3FF 200D 1F3ED,,factory worker: dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial worker
👨‍🏭,1F468 200D 1F3ED,,man factory worker,people-body,,Emojis,emoji person-role assembly factory industrial man worker yellow
👨🏻‍🏭,1F468 1F3FB 200D 1F3ED,,man factory worker: light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial man worker
👨🏼‍🏭,1F468 1F3FC 200D 1F3ED,,man factory worker: medium-light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial man worker
👨🏽‍🏭,1F468 1F3FD 200D 1F3ED,,man factory worker: medium skin tone,people-body,,Emojis,emoji person-role assembly factory industrial man worker
👨🏾‍🏭,1F468 1F3FE 200D 1F3ED,,man factory worker: medium-dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial man worker
👨🏿‍🏭,1F468 1F3FF 200D 1F3ED,,man factory worker: dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial man worker
👩‍🏭,1F469 200D 1F3ED,,woman factory worker,people-body,,Emojis,emoji person-role assembly factory industrial woman worker yellow
👩🏻‍🏭,1F469 1F3FB 200D 1F3ED,,woman factory worker: light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial woman worker
👩🏼‍🏭,1F469 1F3FC 200D 1F3ED,,woman factory worker: medium-light skin tone,people-body,,Emojis,emoji person-role assembly factory industrial woman worker
👩🏽‍🏭,1F469 1F3FD 200D 1F3ED,,woman factory worker: medium skin tone,people-body,,Emojis,emoji person-role assembly factory industrial woman worker
👩🏾‍🏭,1F469 1F3FE 200D 1F3ED,,woman factory worker: medium-dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial woman worker
👩🏿‍🏭,1F469 1F3FF 200D 1F3ED,,woman factory worker: dark skin tone,people-body,,Emojis,emoji person-role assembly factory industrial woman worker
🧑‍💼,1F9D1 200D 1F4BC,,office worker,people-body,,Emojis,emoji person-role architect business manager white-collar yellow
🧑🏻‍💼,1F9D1 1F3FB 200D 1F4BC,,office worker: light skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar
🧑🏼‍💼,1F9D1 1F3FC 200D 1F4BC,,office worker: medium-light skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar
🧑🏽‍💼,1F9D1 1F3FD 200D 1F4BC,,office worker: medium skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar
🧑🏾‍💼,1F9D1 1F3FE 200D 1F4BC,,office worker: medium-dark skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar
🧑🏿‍💼,1F9D1 1F3FF 200D 1F4BC,,office worker: dark skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar
👨‍💼,1F468 200D 1F4BC,,man office worker,people-body,,Emojis,emoji person-role architect business man manager white-collar yellow
👨🏻‍💼,1F468 1F3FB 200D 1F4BC,,man office worker: light skin tone,people-body,,Emojis,emoji person-role architect business man manager white-collar
👨🏼‍💼,1F468 1F3FC 200D 1F4BC,,man office worker: medium-light skin tone,people-body,,Emojis,emoji person-role architect business man manager white-collar
👨🏽‍💼,1F468 1F3FD 200D 1F4BC,,man office worker: medium skin tone,people-body,,Emojis,emoji person-role architect business man manager white-collar
👨🏾‍💼,1F468 1F3FE 200D 1F4BC,,man office worker: medium-dark skin tone,people-body,,Emojis,emoji person-role architect business man manager white-collar
👨🏿‍💼,1F468 1F3FF 200D 1F4BC,,man office worker: dark skin tone,people-body,,Emojis,emoji person-role architect business man manager white-collar
👩‍💼,1F469 200D 1F4BC,,woman office worker,people-body,,Emojis,emoji person-role architect business manager white-collar woman yellow
👩🏻‍💼,1F469 1F3FB 200D 1F4BC,,woman office worker: light skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar woman
👩🏼‍💼,1F469 1F3FC 200D 1F4BC,,woman office worker: medium-light skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar woman
👩🏽‍💼,1F469 1F3FD 200D 1F4BC,,woman office worker: medium skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar woman
👩🏾‍💼,1F469 1F3FE 200D 1F4BC,,woman office worker: medium-dark skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar woman
👩🏿‍💼,1F469 1F3FF 200D 1F4BC,,woman office worker: dark skin tone,people-body,,Emojis,emoji person-role architect business manager white-collar woman
🧑‍🔬,1F9D1 200D 1F52C,,scientist,people-body,,Emojis,emoji person-role biologist chemist engineer physicist yellow
🧑🏻‍🔬,1F9D1 1F3FB 200D 1F52C,,scientist: light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist
🧑🏼‍🔬,1F9D1 1F3FC 200D 1F52C,,scientist: medium-light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist
🧑🏽‍🔬,1F9D1 1F3FD 200D 1F52C,,scientist: medium skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist
🧑🏾‍🔬,1F9D1 1F3FE 200D 1F52C,,scientist: medium-dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist
🧑🏿‍🔬,1F9D1 1F3FF 200D 1F52C,,scientist: dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist
👨‍🔬,1F468 200D 1F52C,,man scientist,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist yellow
👨🏻‍🔬,1F468 1F3FB 200D 1F52C,,man scientist: light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist
👨🏼‍🔬,1F468 1F3FC 200D 1F52C,,man scientist: medium-light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist
👨🏽‍🔬,1F468 1F3FD 200D 1F52C,,man scientist: medium skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist
👨🏾‍🔬,1F468 1F3FE 200D 1F52C,,man scientist: medium-dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist
👨🏿‍🔬,1F468 1F3FF 200D 1F52C,,man scientist: dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer man physicist scientist
👩‍🔬,1F469 200D 1F52C,,woman scientist,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman yellow
👩🏻‍🔬,1F469 1F3FB 200D 1F52C,,woman scientist: light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman
👩🏼‍🔬,1F469 1F3FC 200D 1F52C,,woman scientist: medium-light skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman
👩🏽‍🔬,1F469 1F3FD 200D 1F52C,,woman scientist: medium skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman
👩🏾‍🔬,1F469 1F3FE 200D 1F52C,,woman scientist: medium-dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman
👩🏿‍🔬,1F469 1F3FF 200D 1F52C,,woman scientist: dark skin tone,people-body,,Emojis,emoji person-role biologist chemist engineer physicist scientist woman
🧑‍💻,1F9D1 200D 1F4BB,,technologist,people-body,,Emojis,emoji person-role coder developer inventor software yellow
🧑🏻‍💻,1F9D1 1F3FB 200D 1F4BB,,technologist: light skin tone,people-body,,Emojis,emoji person-role coder developer inventor software
🧑🏼‍💻,1F9D1 1F3FC 200D 1F4BB,,technologist: medium-light skin tone,people-body,,Emojis,emoji person-role coder developer inventor software
🧑🏽‍💻,1F9D1 1F3FD 200D 1F4BB,,technologist: medium skin tone,people-body,,Emojis,emoji person-role coder developer inventor software
🧑🏾‍💻,1F9D1 1F3FE 200D 1F4BB,,technologist: medium-dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor software
🧑🏿‍💻,1F9D1 1F3FF 200D 1F4BB,,technologist: dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor software
👨‍💻,1F468 200D 1F4BB,,man technologist,people-body,,Emojis,emoji person-role coder developer inventor man software technologist yellow
👨🏻‍💻,1F468 1F3FB 200D 1F4BB,,man technologist: light skin tone,people-body,,Emojis,emoji person-role coder developer inventor man software technologist
👨🏼‍💻,1F468 1F3FC 200D 1F4BB,,man technologist: medium-light skin tone,people-body,,Emojis,emoji person-role coder developer inventor man software technologist
👨🏽‍💻,1F468 1F3FD 200D 1F4BB,,man technologist: medium skin tone,people-body,,Emojis,emoji person-role coder developer inventor man software technologist
👨🏾‍💻,1F468 1F3FE 200D 1F4BB,,man technologist: medium-dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor man software technologist
👨🏿‍💻,1F468 1F3FF 200D 1F4BB,,man technologist: dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor man software technologist
👩‍💻,1F469 200D 1F4BB,,woman technologist,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman yellow
👩🏻‍💻,1F469 1F3FB 200D 1F4BB,,woman technologist: light skin tone,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman
👩🏼‍💻,1F469 1F3FC 200D 1F4BB,,woman technologist: medium-light skin tone,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman
👩🏽‍💻,1F469 1F3FD 200D 1F4BB,,woman technologist: medium skin tone,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman
👩🏾‍💻,1F469 1F3FE 200D 1F4BB,,woman technologist: medium-dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman
👩🏿‍💻,1F469 1F3FF 200D 1F4BB,,woman technologist: dark skin tone,people-body,,Emojis,emoji person-role coder developer inventor software technologist woman
🧑‍🎤,1F9D1 200D 1F3A4,,singer,people-body,,Emojis,emoji person-role actor entertainer rock star
🧑🏻‍🎤,1F9D1 1F3FB 200D 1F3A4,,singer: light skin tone,people-body,,Emojis,emoji person-role actor entertainer rock star
🧑🏼‍🎤,1F9D1 1F3FC 200D 1F3A4,,singer: medium-light skin tone,people-body,,Emojis,emoji person-role actor entertainer rock star
🧑🏽‍🎤,1F9D1 1F3FD 200D 1F3A4,,singer: medium skin tone,people-body,,Emojis,emoji person-role actor entertainer rock star
🧑🏾‍🎤,1F9D1 1F3FE 200D 1F3A4,,singer: medium-dark skin tone,people-body,,Emojis,emoji person-role actor entertainer rock star
🧑🏿‍🎤,1F9D1 1F3FF 200D 1F3A4,,singer: dark skin tone,people-body,,Emojis,emoji person-role actor entertainer rock star
👨‍🎤,1F468 200D 1F3A4,,man singer,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👨🏻‍🎤,1F468 1F3FB 200D 1F3A4,,man singer: light skin tone,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👨🏼‍🎤,1F468 1F3FC 200D 1F3A4,,man singer: medium-light skin tone,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👨🏽‍🎤,1F468 1F3FD 200D 1F3A4,,man singer: medium skin tone,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👨🏾‍🎤,1F468 1F3FE 200D 1F3A4,,man singer: medium-dark skin tone,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👨🏿‍🎤,1F468 1F3FF 200D 1F3A4,,man singer: dark skin tone,people-body,,Emojis,emoji person-role actor entertainer man rock singer star
👩‍🎤,1F469 200D 1F3A4,,woman singer,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
👩🏻‍🎤,1F469 1F3FB 200D 1F3A4,,woman singer: light skin tone,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
👩🏼‍🎤,1F469 1F3FC 200D 1F3A4,,woman singer: medium-light skin tone,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
👩🏽‍🎤,1F469 1F3FD 200D 1F3A4,,woman singer: medium skin tone,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
👩🏾‍🎤,1F469 1F3FE 200D 1F3A4,,woman singer: medium-dark skin tone,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
👩🏿‍🎤,1F469 1F3FF 200D 1F3A4,,woman singer: dark skin tone,people-body,,Emojis,emoji person-role actor entertainer rock singer star woman
🧑‍🎨,1F9D1 200D 1F3A8,,artist,people-body,,Emojis,emoji person-role palette yellow
🧑🏻‍🎨,1F9D1 1F3FB 200D 1F3A8,,artist: light skin tone,people-body,,Emojis,emoji person-role palette
🧑🏼‍🎨,1F9D1 1F3FC 200D 1F3A8,,artist: medium-light skin tone,people-body,,Emojis,emoji person-role palette
🧑🏽‍🎨,1F9D1 1F3FD 200D 1F3A8,,artist: medium skin tone,people-body,,Emojis,emoji person-role palette
🧑🏾‍🎨,1F9D1 1F3FE 200D 1F3A8,,artist: medium-dark skin tone,people-body,,Emojis,emoji person-role palette
🧑🏿‍🎨,1F9D1 1F3FF 200D 1F3A8,,artist: dark skin tone,people-body,,Emojis,emoji person-role palette
👨‍🎨,1F468 200D 1F3A8,,man artist,people-body,,Emojis,emoji person-role artist man palette yellow
👨🏻‍🎨,1F468 1F3FB 200D 1F3A8,,man artist: light skin tone,people-body,,Emojis,emoji person-role artist man palette
👨🏼‍🎨,1F468 1F3FC 200D 1F3A8,,man artist: medium-light skin tone,people-body,,Emojis,emoji person-role artist man palette
👨🏽‍🎨,1F468 1F3FD 200D 1F3A8,,man artist: medium skin tone,people-body,,Emojis,emoji person-role artist man palette
👨🏾‍🎨,1F468 1F3FE 200D 1F3A8,,man artist: medium-dark skin tone,people-body,,Emojis,emoji person-role artist man palette
👨🏿‍🎨,1F468 1F3FF 200D 1F3A8,,man artist: dark skin tone,people-body,,Emojis,emoji person-role artist man palette
👩‍🎨,1F469 200D 1F3A8,,woman artist,people-body,,Emojis,emoji person-role artist palette woman yellow
👩🏻‍🎨,1F469 1F3FB 200D 1F3A8,,woman artist: light skin tone,people-body,,Emojis,emoji person-role artist palette woman
👩🏼‍🎨,1F469 1F3FC 200D 1F3A8,,woman artist: medium-light skin tone,people-body,,Emojis,emoji person-role artist palette woman
👩🏽‍🎨,1F469 1F3FD 200D 1F3A8,,woman artist: medium skin tone,people-body,,Emojis,emoji person-role artist palette woman
👩🏾‍🎨,1F469 1F3FE 200D 1F3A8,,woman artist: medium-dark skin tone,people-body,,Emojis,emoji person-role artist palette woman
👩🏿‍🎨,1F469 1F3FF 200D 1F3A8,,woman artist: dark skin tone,people-body,,Emojis,emoji person-role artist palette woman
🧑‍✈️,1F9D1 200D 2708 FE0F,,pilot,people-body,,Emojis,emoji person-role plane yellow
🧑🏻‍✈️,1F9D1 1F3FB 200D 2708 FE0F,,pilot: light skin tone,people-body,,Emojis,emoji person-role plane
🧑🏼‍✈️,1F9D1 1F3FC 200D 2708 FE0F,,pilot: medium-light skin tone,people-body,,Emojis,emoji person-role plane
🧑🏽‍✈️,1F9D1 1F3FD 200D 2708 FE0F,,pilot: medium skin tone,people-body,,Emojis,emoji person-role plane
🧑🏾‍✈️,1F9D1 1F3FE 200D 2708 FE0F,,pilot: medium-dark skin tone,people-body,,Emojis,emoji person-role plane
🧑🏿‍✈️,1F9D1 1F3FF 200D 2708 FE0F,,pilot: dark skin tone,people-body,,Emojis,emoji person-role plane
👨‍✈️,1F468 200D 2708 FE0F,,man pilot,people-body,,Emojis,emoji person-role man pilot plane yellow
👨🏻‍✈️,1F468 1F3FB 200D 2708 FE0F,,man pilot: light skin tone,people-body,,Emojis,emoji person-role man pilot plane
👨🏼‍✈️,1F468 1F3FC 200D 2708 FE0F,,man pilot: medium-light skin tone,people-body,,Emojis,emoji person-role man pilot plane
👨🏽‍✈️,1F468 1F3FD 200D 2708 FE0F,,man pilot: medium skin tone,people-body,,Emojis,emoji person-role man pilot plane
👨🏾‍✈️,1F468 1F3FE 200D 2708 FE0F,,man pilot: medium-dark skin tone,people-body,,Emojis,emoji person-role man pilot plane
👨🏿‍✈️,1F468 1F3FF 200D 2708 FE0F,,man pilot: dark skin tone,people-body,,Emojis,emoji person-role man pilot plane
👩‍✈️,1F469 200D 2708 FE0F,,woman pilot,people-body,,Emojis,emoji person-role pilot plane woman yellow
👩🏻‍✈️,1F469 1F3FB 200D 2708 FE0F,,woman pilot: light skin tone,people-body,,Emojis,emoji person-role pilot plane woman
👩🏼‍✈️,1F469 1F3FC 200D 2708 FE0F,,woman pilot: medium-light skin tone,people-body,,Emojis,emoji person-role pilot plane woman
👩🏽‍✈️,1F469 1F3FD 200D 2708 FE0F,,woman pilot: medium skin tone,people-body,,Emojis,emoji person-role pilot plane woman
👩🏾‍✈️,1F469 1F3FE 200D 2708 FE0F,,woman pilot: medium-dark skin tone,people-body,,Emojis,emoji person-role pilot plane woman
👩🏿‍✈️,1F469 1F3FF 200D 2708 FE0F,,woman pilot: dark skin tone,people-body,,Emojis,emoji person-role pilot plane woman
🧑‍🚀,1F9D1 200D 1F680,,astronaut,people-body,,Emojis,emoji person-role rocket yellow
🧑🏻‍🚀,1F9D1 1F3FB 200D 1F680,,astronaut: light skin tone,people-body,,Emojis,emoji person-role rocket
🧑🏼‍🚀,1F9D1 1F3FC 200D 1F680,,astronaut: medium-light skin tone,people-body,,Emojis,emoji person-role rocket
🧑🏽‍🚀,1F9D1 1F3FD 200D 1F680,,astronaut: medium skin tone,people-body,,Emojis,emoji person-role rocket
🧑🏾‍🚀,1F9D1 1F3FE 200D 1F680,,astronaut: medium-dark skin tone,people-body,,Emojis,emoji person-role rocket
🧑🏿‍🚀,1F9D1 1F3FF 200D 1F680,,astronaut: dark skin tone,people-body,,Emojis,emoji person-role rocket
👨‍🚀,1F468 200D 1F680,,man astronaut,people-body,,Emojis,emoji person-role astronaut man rocket yellow
👨🏻‍🚀,1F468 1F3FB 200D 1F680,,man astronaut: light skin tone,people-body,,Emojis,emoji person-role astronaut man rocket
